system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
D-JUS-001,Police records bridge gated,Lawful J systems only — no global police DB,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,integration,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,criminal,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-JUS,true,
D-JUS-002,Court case management bridge,Courts,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-JUS,false,
D-JUS-003,Legal aid intake system,Access to justice,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-JUS,false,
D-JUS-004,Corrections probation bridge,Corrections,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,integration,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-JUS,true,
D-JUS-005,Victim support case system,Victims,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-JUS,false,
D-JUS-006,Restorative justice toolkit,Restorative processes,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-JUS,false,
D-JUS-007,Evidence chain for prosecutions,Prosecution evidence — J,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-JUS,true,
D-RGT-001,Discrimination complaint system,Equality complaints,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-002,Human-rights monitoring indicators,Indicators,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-003,Whistleblower protected disclosure,Protected disclosures,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-004,GBV support pathway,GBV support — privacy critical,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,highly_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-005,Accessibility rights enforcement docket,A11y rights,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-MIG-001,Residency visa status bridge,Status systems,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,hidden-in-J-II,SD-MIG,false,
D-MIG-002,Refugee asylum case support,Humanitarian support — J authority,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,highly_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-MIG,true,
D-MIG-003,Statelessness documentation aid,Documentation aid,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-MIG,false,
D-MIG-004,Border processing interface limits,No global border DB,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,integration,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-MIG,true,
D-MIG-005,Diaspora dual-status credential mapping,Careful status mapping,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MIG,false,
D-EMR-001,Emergency alert dissemination,Alerts,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-EMR,false,
D-EMR-002,Disaster incident command support,ICS support,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
